id,title,artist,mood_label,language,lyrics
genius-71498,No Surprises,Radiohead,sad,en,"A heart that's full up like a landfill
A job that slowly kills you
Bruises that won't heal

You look so tired, unhappy
Bring down the government
They don't, they don't speak for us

I'll take a quiet life
A handshake of carbon monoxide
And no alarms and no surprises
No alarms and no surprises
No alarms and no surprises
Silent
Silent

This is my final fit
My final bellyache with
No alarms and no surprises
No alarms and no surprises
No alarms and no surprises, please

Such a pretty house
And such a pretty garden
No alarms and no surprises (
Let me out of here
)
No alarms and no surprises (
Let me out of here
)
No alarms and no surprises, please (
Let me out of here
)"
genius-107387,Exit Music (For a Film),Radiohead,sad,en,"Wake from your sleep
The drying of your tears
Today we escape, we escape

Pack and get dressed
Before your father hears us
Before all hell breaks loose

Breathe, keep breathing
Don't lose your nerve
Breathe, keep breathing
I can't do this alone

Sing us a song
A song to keep us warm
There's such a chill, such a chill

You can laugh
A spineless laugh
We hope your rules and wisdom choke you

Now we are one
In everlasting peace
We hope that you choke, that you choke

We hope that you choke, that you choke
We hope that you choke, that you choke"
genius-78354,Let Down,Radiohead,sad,en,"Transport, motorways and tramlines
Starting and then stopping
Taking off and landing
The emptiest of feelings
Disappointed people
Clinging onto bottles
And when it comes
It's so, so disappointing

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around

Shell smashed, juices flowing
Wings twitch, legs are going
Don't get sentimental
It always ends up drivel
One day, I am gonna grow wings
A chemical reaction
Hysterical and useless
Hysterical and

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around

Let down again
Let down again
Let down again

You know, you know where you are with
You know where you are with
Floor collapsing
Floating, bouncing back
And one day, I am gonna grow wings (And one day)
A chemical reaction (You'll know where you are)
Hysterical and useless (You'll know where you are)
Hysterical and (You'll know where you are)

Let down and hanging around
Crushed like a bug in the ground
Let down and hanging around"
genius-1188,Fake Plastic Trees,Radiohead,sad,en,"Her green plastic watering can
For her fake Chinese rubber plant
In a fake plastic Earth
That she bought from a rubber man
In a town full of rubber plans
To get rid of itself

It wears her out
It wears her out
It wears her out
It wears her out

She lives with a broken man
A cracked polystyrene man
Who just crumbles and burns
He used to do surgery
For girls in the eighties
But gravity always wins

And it wears him out
It wears him out
It wears him out
It wears

She looks like the real thing
She tastes like the real thing
My fake plastic love
But I can't help the feeling
I could blow through the ceiling
If I just turn and run

And it wears me out
It wears me out
It wears me out
It wears me out

And if I could be who you wanted
If I could be who you wanted
All the time
All the time"
genius-78831,Paranoid Android,Radiohead,sad,en,"Please could you stop the noise? I'm trying to get some rest
From all the unborn chicken voices in my head

What's that? (
I may be paranoid but not an android
)
What's that? (
I may be paranoid but not an android
)

When I am king you will be first against the wall
With your opinion, which is of no consequence at all

What's that? (
I may be paranoid but not an android
)
What's that? (
I may be paranoid but not an android
)

Ambition makes you look pretty ugly
Kicking, squealing, Gucci little piggy

You don't remember, you don't remember
Why don't you remember my name?
Off with his head, man, off with his head, man
Why don't you remember my name? I guess he does

Rain down, rain down
Come on, rain down on me
From a great height
From a great height, height
Rain down, rain down
Come on, rain down on me
From a great height
From a great height, height
(Rain down) That's it, sir, you're leaving
(Rain down) The crackle of pigskin
(Come on, rain down) The dust and the screaming
(On me) The yuppies networking and
(From a great height) The panic, the vomit
(From a great height) The panic, the vomit
God loves his children
God loves his children, yeah

,"
genius-65925,All I Need,Radiohead,sad,en,"I'm the next act waiting in the wings
I'm an animal trapped in your hot car
I am all the days that you choose to ignore

You are all I need
You're all I need
I'm in the middle of your picture
Lying in the reeds

I am a moth who just wants to share your light
I'm just an insect trying to get out of the night
I only stick with you because there are no others

You are all I need
You're all I need
I'm in the middle of your picture
Lying in the reeds

It's all wrong, it's all wrong, it's all wrong
It's alright, it's alright, it's alright
It's all wrong, it's alright
It's alright, it's alright"
genius-137656,Young and Beautiful,Lana Del Rey,sad,en,"I've seen the world, done it all
Had my cake now
Diamonds, brilliant, and Bel Air now

Hot summer nights, mid-July
When you and I were forever wild
The crazy days, city lights
The way you'd play with me like a child

Will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothing but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

I've seen the world, lit it up as my stage now
Channeling angels in the new age now

Hot summer days, rock and roll
The way you'd play for me at your show
And all the ways I got to know
Your pretty face and electric soul

Will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothing but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

Dear Lord, when I get to Heaven
Please, let me bring my man
When he comes, tell me that You'll let him in
Father, tell me if You can
All that grace, all that body
All that face makes me wanna party
He's my sun, he makes me shine like diamonds

And will you still love me when I'm no longer young and beautiful?
Will you still love me when I got nothin' but my aching soul?
I know you will, I know you will, I know that you will
Will you still love me when I'm no longer beautiful?

Will you still love me when I'm no longer beautiful?
Will you still love me when I'm not young and beautiful?"
genius-64764,Summertime Sadness,Lana Del Rey,sad,en,"Kiss me hard before you go
Summertime sadness
I just wanted you to know
That, baby, you the best

I got my red dress on tonight
Dancin' in the dark, in the pale moonlight
Done my hair up real big, beauty queen style
High heels off, I'm feelin' alive

Oh my God, I feel it in the air
Telephone wires above are sizzlin' like a snare
Honey, I'm on fire, I feel it everywhere
Nothin' scares me anymore (One, two, three, four)

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That, baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh, oh

I'm feelin' electric tonight
Cruisin' down the coast, goin' 'bout 99
Got my bad baby by my heavenly side
I know, if I go, I'll die happy tonight

Oh my God, I feel it in the air
Telephone wires above are sizzlin' like a snare
Honey, I'm on fire, I feel it everywhere
Nothin' scares me anymore (One, two, three, four)

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That, baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh, oh

Think I'll miss you forever
Like the stars miss the sun in the morning sky
Later's better than never
Even if you're gone, I'm gonna drive (Drive)
Drive

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh, oh

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That, baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness
Oh, oh, oh"
genius-402524,West Coast,Lana Del Rey,sad,en,"Down on the West coast, they got a sayin'
""If you're not drinkin', then you're not playin'""
But you've got the music
You've got the music in you, don't you?
Down on the West coast, I get this feeling like
It all could happen, that's why I'm leaving
You for the moment, you for the moment
Boy Blue, yeah, you

You're falling hard, I push away, I'm feelin' hot to the touch
You say you miss me and I wanna say, ""I miss you so much""
But something keeps me really quiet, I'm alive, I'm a lush
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swayin'
He's crazy y cubano como yo, l-love
On the balcony and I'm saying
Move, baby, move, baby, I'm in love

I'm in love (I'm in love)
I'm in love (I'm in love)

(Mic-check)
(One, two)
(Two, two)
(Get it, girl)

Down on the West coast, they got their icons
Their silver starlets, their Queens of Saigons
And you've got the music
You've got the music in you, don't you?
Down on the West coast, they love their movies
Their golden gods and rock 'n' roll groupies
And you've got the music
You've got the music in you, don't you?

You push it hard, I pull away, I'm feeling hotter than fire
I guess that no one ever really made me feel that much higher
Te deseo, cariño, boy, it's you I desire
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swayin'
He's crazy y cubano como yo, l-love
On the balcony and I'm saying
Move, baby, move, baby, I'm in love
I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swayin'
He's crazy y cubano como yo, l-love
On the balcony and I'm saying
Move, baby, move, baby, I'm in love

I'm in love
I'm in love"
genius-8621374,A&W,Lana Del Rey,sad,en,"I haven't done a cartwheel since I was nine
I haven't seen my mother in a long, long time
I mean, look at me
Look at the length of my hair and my face, the shape of my body
Do you really think I give a damn
What I do after years of just hearing them talking?

I say I live in Rosemead, really, I'm at the Ramada
It doesn't really matter, doesn't really, really matter

Call him up, ""Come into my bedroom""
Ended up, we fuck on the hotel floor
It's not about havin' someone to love me anymorе
This is the experiеnce of bein' an American whore

Called up one drunk, called up another
Forensic Files
 wasn't on
Watching 
Teenage Diary of a Girl
Wondering what went wrong
I'm a princess, I'm divisive
Ask me why, why, why I'm like this
Maybe I'm just kinda like this
I don't know, maybe I'm just like this

I say I live in Rosemead, really, I'm at the Ramada
It doesn't really matter, doesn't really, really matter

Call him up, he comes over again
Yeah, I know I'm over my head, but, oh
It's not about havin' someone to love me anymore
No, this is the experience of bein' an American whore

I mean, look at my hair
Look at the length of it and the shape of my body
If I told you that I was raped
Do you really think that anybody would think
I didn't ask for it? I didn't ask for it
I won't testify, I already fucked up my story
On top of this (Mm), so many other things you can't believe
Did you know a singer can still be
Looking like a sidepiece at thirty-three?
God's a charlatan, don't look back, babe
Puts the shower on while he calls me
Slips out the back door to talk to me
I'm invisible, look how you hold me
I'm invisible, I'm invisible
I'm a ghost now, look how you hold me now

It's not about havin' someone to love me anymore (Oh, okay)
No, this is the experience of bein' an American whore
It's not about havin' someone to love me anymore
No, this is the experience of bein' an American whore

This is the experience of bein' an American whore
This is the experience of bein' an American whore
This is the experience of bein' an American whore
Woo

Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride
Jimmy, Jimmy, cocoa puff, Jimmy, get me high (Oh my god)
Love me if you love or not, you can be my light
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Your mom called, I told her, you're fuckin' up big time

Your mom called, I told her, you're fuckin' up big time

Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride
Jimmy, Jimmy, cocoa puff, Jimmy, get me high
Love me if you live and love, you can be my light (Mm)
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Your mom called, I told her, you're fuckin' up big time

Jimmy, you should switch it up, baby, light it up (Yeah)
Jimmy, if you leave the house, find me in the club (Like)
Jimmy, if you switch it up, you should light it up
Jimmy, if you leave the house, find me in the club (Like, surf's up)
Your mom called, I told her, you're fuckin' up big time
But I don't care, baby, I already lost my mind
Jimmy, if I lie it up, find me in the club (Mind, mind)
Your mom called, I told her, you're fucking up big time

Jimmy, Jimmy, cocoa puff, Jimmy, Jimmy, ride
Jimmy, Jimmy, cocoa puff, Jimmy, get me high
Love me if you love or not, you can be my light
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Jimmy only love me when he wanna get high
Your mom called, I told her, you're fuckin' up big time"
genius-64755,Video Games,Lana Del Rey,sad,en,"Swingin' in the backyard, pull up in your fast car
Whistlin' my name
Open up a beer and you say, ""Get over here
And play a video game""
I'm in his favorite sundress, watching me get undressed
Take that body downtown
I say, ""You the bestest,"" lean in for a big kiss
Put his favorite perfume on
""Go play a video game""

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

Mmm

Singin' in the old bars, swinging with the old stars
Livin' for the fame
Kissin' in the blue dark, playing pool and wild darts
Video games
He holds me in his big arms, drunk, and I am seeing stars
This is all I think of
Watchin' all our friends fall in and out of Old Paul's, this is my idea of fun
Playin' video games

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

(N-now you do, now you do, now you do)
(N-now you do, now you do, now you do)

It's you, it's you, it's all for you, everything I do
I tell you all the time, Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey, is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do

(N-now you do, now you do, now you do)
Mmm, now you do
(N-now you do, now you do, now you do)"
genius-3965734,Norman fucking Rockwell,Lana Del Rey,sad,en,"Goddamn, man-child
You fucked me so good that I almost said ""I love you""
You're fun and you’re wild
But you don't know the half of the shit that you put me through
Your poetry's bad and you blame the news
But I can’t change that, and I can't change your mood, ah

'Cause you're just a man
It's just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue, blue

Goddamn, man-child
You act like a kid even though you stand six foot two
Self-loathing poet, resident Laurel Canyon know-it-all
You talk to the walls when the party gets bored of you
But I don't get bored, I just see it through
Why wait for the best when I could have you? You?

'Cause you’re just a man
It’s just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue
You make me blue

Blue, blue
Blue, blue, blue
Blue, blue, blue"
genius-3921655,Diet Mountain Dew (The Flight Demo),Lana Del Rey,sad,en,"You're no good for me
Baby, you're no good for me
You're no good for me
But, baby, I want you, I want you

Diet Mountain Dew, baby, New York City
Never was there ever a girl so pretty
Do you think we'll be in love forever?
Do you think we'll be in love?

Baby, put on heart-shaped sunglasses
'Cause we gonna take a ride
I'm not gonna listen to what the past says
I been waitin' up all night
Take another drag, turn me to ashes
Ready for another lie?
Says he's gonna teach me just what fast is
Say it's gonna be alright

Hit me, my darling, tonight
I don't know why but I like it
Gotta get back to the wild
Give it up, give it up
Live it up, live it up

Diet Mountain Dew, baby, New York City
Never was there ever a girl so pretty
Do you think we'll be in love forever?
Do you think we'll be in love?
Diet Mountain Dew, baby, New York City
Can we hit it now, low-down and gritty?
Do you think we'll be in love forever?
Do you think we'll be in love?

Let's take Jesus off the dashboard
Got enough on his mind
We both know just what we're here for
Saved too many times
Maybe I like this roller coaster
Maybe it keeps me high
Maybe the speed, it brings me closer
I could sparkle up your eye

Hurt me and tell me you're mine
I don't know why but I like it
Scary? My God, you're divine
Gimme them, gimme them dope and diamonds

Diet Mountain Dew, baby, New York City
Never was there ever a girl so pretty
Do you think we'll be in love forever?
Do you think we'll be in love?
Diet Mountain Dew, baby, New York City
Can we hit it now, low-down and gritty?
Do you think we'll be in love forever?
Do you think we'll be in love?

You're no good for me
Baby, you're no good for me
You're no good for me
But baby, I want you, I want you
You're no good for me
Baby, you're no good for me
You're no good for me
But baby, I want you, I want you, I want you

Diet Mountain Dew, baby, New York City
Never was there ever a girl so pretty
Do you think we'll be in love forever?
Do you think we'll be in love?

Baby stoppin' at 7-Eleven
There in his white Pontiac Heaven
Do you think we'll be in love forever?
Do you think we'll be in love?

Diet Mountain Dew, baby, New York City
Can we hit it now, low-down and gritty?
Do you think we'll be in love forever?
Do you think we'll be in love?
Diet Mountain Dew, baby, New York City
Never was there ever a girl so pretty
Do you think we'll be in love forever?
Do you think we'll be in love?"
